index date   ,name,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,ALCOHOLIC BEVERAGES AND TOBACCO,CLOTHING AND FOOTWEAR,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS","FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE",HEALTH,TRANSPORT,COMMUNICATION,RECREATION & CULTURE,EDUCATION,RESTAURANTS AND HOTELS,MISCELLANEOUS GOODS AND SERVICES
202205,May-22,119.698,112.584,125.390,109.150,119.977,119.232,115.977,133.861,120.049,116.936,125.437,124.485,109.006
202206,Jun-22,120.542,113.983,125.541,109.172,120.305,120.267,116.469,137.034,120.562,117.149,125.437,125.999,109.504
202207,Jul-22,121.218,116.573,125.863,107.482,120.753,119.078,116.522,139.463,120.135,117.616,125.437,127.079,110.191
202208,Aug-22,121.772,118.296,126.385,108.627,120.951,120.606,117.851,137.814,119.281,118.672,125.437,128.360,111.179
202209,Sep-22,122.320,119.644,126.845,111.826,121.358,122.399,118.740,135.522,119.372,119.237,126.497,129.133,111.696
202210,Oct-22,124.311,122.025,126.863,113.570,125.497,123.133,119.222,135.561,120.249,119.661,129.400,130.385,112.288
202211,Nov-22,124.787,123.391,127.669,113.722,125.818,123.840,119.917,135.747,119.250,120.402,129.400,130.858,112.623
202212,Dec-22,125.284,125.409,126.250,113.416,126.147,125.323,120.611,136.464,118.031,120.145,129.400,132.069,112.963
202301,Jan-23,124.774,126.136,129.642,109.916,126.610,123.914,122.789,131.532,118.575,120.056,129.400,130.879,113.548
202302,Feb-23,125.992,128.837,130.380,112.716,126.847,126.065,123.475,132.387,120.120,121.068,129.400,133.431,114.472
202303,Mar-23,126.829,130.245,131.381,114.549,127.082,127.677,124.006,132.836,120.020,122.255,129.400,135.059,115.029
202304,Apr-23,128.339,132.096,136.148,115.297,128.341,126.774,125.035,135.191,129.629,124.021,129.400,135.972,115.652
202305,May-23,129.127,133.306,136.921,116.821,128.700,128.152,125.791,135.605,130.809,124.927,129.400,137.298,116.358
202306,Jun-23,129.354,133.796,137.039,117.050,129.098,128.152,126.133,134.683,131.844,125.141,129.400,137.997,116.566
202307,Jul-23,128.957,133.915,137.601,114.565,127.330,126.528,127.047,136.482,128.542,125.558,129.400,139.267,116.609
202308,Aug-23,129.431,134.381,139.639,116.213,127.844,126.781,127.984,136.808,129.001,125.792,129.400,139.070,117.116
202309,Sep-23,130.071,134.210,141.001,119.548,128.315,126.971,128.722,136.536,128.985,126.645,131.714,140.274,117.293
202310,Oct-23,130.210,134.361,140.766,120.624,127.871,126.980,129.037,136.221,129.872,127.559,135.176,140.296,117.705
202311,Nov-23,130.049,134.781,140.659,120.207,128.242,126.751,129.092,133.882,128.876,127.084,135.176,140.793,117.642
202312,Dec-23,130.549,135.465,142.368,120.679,128.589,128.511,129.713,134.636,128.136,127.326,135.176,141.430,117.325
202401,Jan-24,130.036,134.929,145.459,115.946,129.725,124.527,131.423,130.894,128.351,127.232,135.176,140.135,118.359
202402,Feb-24,130.838,135.241,145.755,118.327,130.519,126.185,131.684,131.906,126.974,127.862,135.176,141.502,118.384
202403,Mar-24,131.592,135.493,147.041,119.010,131.075,126.585,132.262,132.744,129.140,129.056,135.176,143.006,118.670
202404,Apr-24,132.243,135.928,147.086,119.519,130.933,125.606,133.511,135.029,134.949,129.754,135.176,144.254,119.603
202405,May-24,132.728,135.562,147.592,120.280,131.442,125.873,133.776,136.013,136.316,130.030,135.176,145.285,119.766
202406,Jun-24,132.985,135.833,147.011,118.872,132.013,126.144,134.206,135.691,135.785,130.222,135.176,146.650,119.812
202407,Jul-24,132.935,135.861,147.552,116.826,132.095,124.460,134.485,136.671,134.388,130.338,135.176,146.133,120.558
202408,Aug-24,133.405,136.183,147.613,118.041,132.591,125.192,135.139,138.398,134.346,130.909,135.176,145.159,120.881
202409,Sep-24,133.513,136.680,147.743,120.514,133.165,125.664,135.437,133.327,135.722,131.614,137.557,146.040,121.094
202410,Oct-24,134.327,136.877,148.059,121.832,134.950,126.308,136.248,133.478,135.948,131.489,141.976,146.269,121.083
202411,Nov-24,134.614,137.509,150.175,122.615,135.731,126.180,136.256,132.409,135.011,131.662,141.976,146.363,121.161
202412,Dec-24,135.070,138.170,149.891,121.999,136.267,128.062,136.947,133.784,135.906,131.612,141.976,146.238,121.374
202501,Jan-25,135.050,139.369,152.641,117.978,136.990,125.118,137.969,133.131,135.926,132.029,145.336,144.775,121.619
202502,Feb-25,135.625,139.684,154.130,117.615,137.374,126.448,138.354,134.260,136.240,132.180,145.336,146.360,121.938
202503,Mar-25,136.091,139.619,154.830,120.329,137.709,127.236,138.859,134.399,136.840,132.149,145.336,147.320,122.294
202504,Apr-25,137.712,140.588,155.484,119.003,140.145,125.013,139.310,139.482,142.717,133.780,145.336,148.152,122.580
202505,May-25,137.996,141.551,155.633,119.904,140.522,126.853,139.756,137.003,142.453,134.129,145.336,149.304,123.070
202506,Jun-25,138.428,142.013,156.382,119.416,140.817,127.315,140.140,137.993,142.496,134.582,145.336,150.454,123.044
202507,Jul-25,138.468,142.584,155.946,117.158,140.222,125.278,139.162,141.089,142.599,134.718,145.336,151.044,123.227
202508,Aug-25,138.867,143.160,156.346,118.281,140.587,126.217,139.781,141.703,142.516,135.092,145.336,150.671,123.614
202509,Sep-25,138.936,142.876,156.330,121.065,141.032,126.179,140.112,138.445,142.085,135.117,147.451,151.802,123.545
202510,Oct-25,139.454,143.604,156.769,122.248,141.668,126.697,139.892,138.500,141.841,135.281,152.704,151.775,123.817
202511,Nov-25,139.361,143.329,156.129,121.858,142.253,125.762,139.742,137.329,141.447,135.420,152.704,151.474,123.742
